Data,Description,Valor,Transaction Type,Categoria,Account Name,Month,Tipo,Valor_Absoluto,Ano_Mes
2019-02-13,Grocery Store,8.21,debit,Groceries,Platinum Card,2019-02,Entrada,8.21,2019-02
2019-02-15,Credit Card Payment,207.47,credit,Credit Card Payment,Platinum Card,2019-02,Entrada,207.47,2019-02
2019-02-15,Credit Card Payment,207.47,debit,Credit Card Payment,Checking,2019-02,Entrada,207.47,2019-02
2019-02-15,Grocery Store,4.59,debit,Groceries,Platinum Card,2019-02,Entrada,4.59,2019-02
2019-02-15,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-02,Entrada,2000.0,2019-02
2019-02-15,Power Company,60.0,debit,Utilities,Checking,2019-02,Entrada,60.0,2019-02
2019-02-16,Brewing Company,8.0,debit,Alcohol & Bars,Platinum Card,2019-02,Entrada,8.0,2019-02
2019-02-16,American Tavern,32.75,debit,Restaurants,Platinum Card,2019-02,Entrada,32.75,2019-02
2019-02-16,Amazon,37.45,debit,Shopping,Platinum Card,2019-02,Entrada,37.45,2019-02
2019-02-19,Credit Card Payment,574.84,debit,Credit Card Payment,Checking,2019-02,Entrada,574.84,2019-02
2019-02-19,City Water Charges,35.0,debit,Utilities,Checking,2019-02,Entrada,35.0,2019-02
2019-02-20,State Farm,75.0,debit,Auto Insurance,Checking,2019-02,Entrada,75.0,2019-02
2019-02-20,Credit Card Payment,292.54,credit,Credit Card Payment,Silver Card,2019-02,Entrada,292.54,2019-02
2019-02-20,Barbershop,30.0,debit,Haircut,Platinum Card,2019-02,Entrada,30.0,2019-02
2019-02-21,Credit Card Payment,292.54,debit,Credit Card Payment,Checking,2019-02,Entrada,292.54,2019-02
2019-02-21,Grocery Store,46.96,debit,Groceries,Silver Card,2019-02,Entrada,46.96,2019-02
2019-02-25,BP,33.8,debit,Gas & Fuel,Silver Card,2019-02,Entrada,33.8,2019-02
2019-02-25,Internet Service Provider,75.0,debit,Internet,Checking,2019-02,Entrada,75.0,2019-02
2019-02-27,Roadside Diner,25.77,debit,Restaurants,Silver Card,2019-02,Entrada,25.77,2019-02
2019-02-28,Grocery Store,32.07,debit,Groceries,Silver Card,2019-02,Entrada,32.07,2019-02
2019-03-01,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-03,Entrada,2000.0,2019-03
2019-03-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-03,Entrada,13.09,2019-03
2019-03-04,Grocery Store,92.04,debit,Groceries,Silver Card,2019-03,Entrada,92.04,2019-03
2019-03-04,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-03,Entrada,1100.0,2019-03
2019-03-04,Netflix,11.76,debit,Television,Platinum Card,2019-03,Entrada,11.76,2019-03
2019-03-05,Fancy Restaurant,7.0,debit,Restaurants,Silver Card,2019-03,Entrada,7.0,2019-03
2019-03-06,Credit Card Payment,491.86,debit,Credit Card Payment,Checking,2019-03,Entrada,491.86,2019-03
2019-03-08,BP,34.08,debit,Gas & Fuel,Platinum Card,2019-03,Entrada,34.08,2019-03
2019-03-08,Amazon,27.17,debit,Shopping,Platinum Card,2019-03,Entrada,27.17,2019-03
2019-03-08,Gas Company,49.0,debit,Utilities,Checking,2019-03,Entrada,49.0,2019-03
2019-03-09,Spotify,10.69,debit,Music,Platinum Card,2019-03,Entrada,10.69,2019-03
2019-03-12,Phone Company,65.0,debit,Mobile Phone,Checking,2019-03,Entrada,65.0,2019-03
2019-03-12,Bakery Place,3.02,debit,Restaurants,Platinum Card,2019-03,Entrada,3.02,2019-03
2019-03-13,Credit Card Payment,532.86,credit,Credit Card Payment,Platinum Card,2019-03,Entrada,532.86,2019-03
2019-03-13,Credit Card Payment,301.79,credit,Credit Card Payment,Silver Card,2019-03,Entrada,301.79,2019-03
2019-03-14,Credit Card Payment,305.27,debit,Credit Card Payment,Checking,2019-03,Entrada,305.27,2019-03
2019-03-14,Credit Card Payment,301.79,debit,Credit Card Payment,Checking,2019-03,Entrada,301.79,2019-03
2019-03-14,Brunch Restaurant,8.0,debit,Restaurants,Platinum Card,2019-03,Entrada,8.0,2019-03
2019-03-15,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-03,Entrada,2000.0,2019-03
2019-03-15,Power Company,60.0,debit,Utilities,Checking,2019-03,Entrada,60.0,2019-03
2019-03-18,Best Buy,320.99,debit,Electronics & Software,Platinum Card,2019-03,Entrada,320.99,2019-03
2019-03-18,Grocery Store,16.23,debit,Groceries,Platinum Card,2019-03,Entrada,16.23,2019-03
2019-03-19,Amazon,13.84,debit,Shopping,Platinum Card,2019-03,Entrada,13.84,2019-03
2019-03-19,City Water Charges,35.0,debit,Utilities,Checking,2019-03,Entrada,35.0,2019-03
2019-03-20,State Farm,75.0,debit,Auto Insurance,Checking,2019-03,Entrada,75.0,2019-03
2019-03-22,BP,37.51,debit,Gas & Fuel,Platinum Card,2019-03,Entrada,37.51,2019-03
2019-03-23,Starbucks,5.2,debit,Coffee Shops,Platinum Card,2019-03,Entrada,5.2,2019-03
2019-03-25,Internet Service Provider,75.0,debit,Internet,Checking,2019-03,Entrada,75.0,2019-03
2019-03-26,Amazon,16.04,debit,Shopping,Platinum Card,2019-03,Entrada,16.04,2019-03
2019-03-27,Brewing Company,49.63,debit,Alcohol & Bars,Platinum Card,2019-03,Entrada,49.63,2019-03
2019-03-27,Grocery Store,4.46,debit,Groceries,Platinum Card,2019-03,Entrada,4.46,2019-03
2019-03-29,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-03,Entrada,2000.0,2019-03
2019-03-30,Starbucks,12.84,debit,Coffee Shops,Platinum Card,2019-03,Entrada,12.84,2019-03
2019-03-31,Credit Card Payment,957.6,credit,Credit Card Payment,Platinum Card,2019-03,Entrada,957.6,2019-03
2019-04-01,Credit Card Payment,1552.65,debit,Credit Card Payment,Checking,2019-04,Entrada,1552.65,2019-04
2019-04-01,Credit Card Payment,600.51,credit,Credit Card Payment,Platinum Card,2019-04,Entrada,600.51,2019-04
2019-04-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-04,Entrada,13.09,2019-04
2019-04-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-04,Entrada,1100.0,2019-04
2019-04-04,Grocery Store,5.64,debit,Groceries,Platinum Card,2019-04,Entrada,5.64,2019-04
2019-04-04,Amazon,35.9,debit,Shopping,Platinum Card,2019-04,Entrada,35.9,2019-04
2019-04-04,Netflix,11.76,debit,Television,Platinum Card,2019-04,Entrada,11.76,2019-04
2019-04-06,Amazon,27.54,debit,Shopping,Platinum Card,2019-04,Entrada,27.54,2019-04
2019-04-08,Gas Company,30.0,debit,Utilities,Checking,2019-04,Entrada,30.0,2019-04
2019-04-09,Credit Card Payment,436.75,debit,Credit Card Payment,Checking,2019-04,Entrada,436.75,2019-04
2019-04-09,Grocery Store,10.7,debit,Groceries,Platinum Card,2019-04,Entrada,10.7,2019-04
2019-04-09,Barbershop,30.0,debit,Haircut,Platinum Card,2019-04,Entrada,30.0,2019-04
2019-04-09,Spotify,10.69,debit,Music,Platinum Card,2019-04,Entrada,10.69,2019-04
2019-04-10,Phone Company,65.0,debit,Mobile Phone,Checking,2019-04,Entrada,65.0,2019-04
2019-04-12,Best Buy,44.93,debit,Electronics & Software,Silver Card,2019-04,Entrada,44.93,2019-04
2019-04-12,Grocery Store,41.34,debit,Groceries,Platinum Card,2019-04,Entrada,41.34,2019-04
2019-04-12,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-04,Entrada,2000.0,2019-04
2019-04-13,QuikTrip,38.94,debit,Gas & Fuel,Platinum Card,2019-04,Entrada,38.94,2019-04
2019-04-13,Grocery Store,16.87,debit,Groceries,Platinum Card,2019-04,Entrada,16.87,2019-04
2019-04-13,Vietnamese Restaurant,20.64,debit,Restaurants,Platinum Card,2019-04,Entrada,20.64,2019-04
2019-04-15,Power Company,60.0,debit,Utilities,Checking,2019-04,Entrada,60.0,2019-04
2019-04-16,City Water Charges,35.0,debit,Utilities,Checking,2019-04,Entrada,35.0,2019-04
2019-04-18,State Farm,75.0,debit,Auto Insurance,Checking,2019-04,Entrada,75.0,2019-04
2019-04-18,Credit Card Payment,604.32,credit,Credit Card Payment,Silver Card,2019-04,Entrada,604.32,2019-04
2019-04-18,Credit Card Payment,458.1,credit,Credit Card Payment,Platinum Card,2019-04,Entrada,458.1,2019-04
2019-04-19,Credit Card Payment,604.32,debit,Credit Card Payment,Checking,2019-04,Entrada,604.32,2019-04
2019-04-19,Grocery Store,10.89,debit,Groceries,Platinum Card,2019-04,Entrada,10.89,2019-04
2019-04-22,Brewing Company,14.4,debit,Alcohol & Bars,Silver Card,2019-04,Entrada,14.4,2019-04
2019-04-22,Greek Restaurant,64.52,debit,Restaurants,Silver Card,2019-04,Entrada,64.52,2019-04
2019-04-23,Hardware Store,29.56,debit,Home Improvement,Silver Card,2019-04,Entrada,29.56,2019-04
2019-04-25,Internet Service Provider,75.0,debit,Internet,Checking,2019-04,Entrada,75.0,2019-04
2019-04-26,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-04,Entrada,2000.0,2019-04
2019-04-27,Brewing Company,40.0,debit,Alcohol & Bars,Platinum Card,2019-04,Entrada,40.0,2019-04
2019-04-27,Credit Card Payment,268.96,credit,Credit Card Payment,Silver Card,2019-04,Entrada,268.96,2019-04
2019-04-27,American Tavern,14.74,debit,Restaurants,Silver Card,2019-04,Entrada,14.74,2019-04
2019-04-29,Credit Card Payment,268.96,debit,Credit Card Payment,Checking,2019-04,Entrada,268.96,2019-04
2019-04-29,Grocery Store,5.64,debit,Groceries,Platinum Card,2019-04,Entrada,5.64,2019-04
2019-04-30,BP,39.08,debit,Gas & Fuel,Platinum Card,2019-04,Entrada,39.08,2019-04
2019-05-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-05,Entrada,13.09,2019-05
2019-05-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-05,Entrada,1100.0,2019-05
2019-05-03,Credit Card Payment,758.07,debit,Credit Card Payment,Checking,2019-05,Entrada,758.07,2019-05
2019-05-04,Netflix,13.9,debit,Television,Platinum Card,2019-05,Entrada,13.9,2019-05
2019-05-06,Amazon,16.94,debit,Shopping,Platinum Card,2019-05,Entrada,16.94,2019-05
2019-05-07,Amazon,38.56,debit,Shopping,Platinum Card,2019-05,Entrada,38.56,2019-05
2019-05-09,Best Buy,331.69,debit,Electronics & Software,Platinum Card,2019-05,Entrada,331.69,2019-05
2019-05-09,Spotify,10.69,debit,Music,Platinum Card,2019-05,Entrada,10.69,2019-05
2019-05-09,Target,3.2,debit,Shopping,Platinum Card,2019-05,Entrada,3.2,2019-05
2019-05-09,Gas Company,30.0,debit,Utilities,Checking,2019-05,Entrada,30.0,2019-05
2019-05-10,Best Buy,21.39,debit,Electronics & Software,Silver Card,2019-05,Entrada,21.39,2019-05
2019-05-10,Phone Company,65.0,debit,Mobile Phone,Checking,2019-05,Entrada,65.0,2019-05
2019-05-10,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-05,Entrada,2000.0,2019-05
2019-05-13,Credit Card Payment,480.88,debit,Credit Card Payment,Checking,2019-05,Entrada,480.88,2019-05
2019-05-13,QuikTrip,35.24,debit,Gas & Fuel,Silver Card,2019-05,Entrada,35.24,2019-05
2019-05-13,Fancy Restaurant,98.19,debit,Restaurants,Silver Card,2019-05,Entrada,98.19,2019-05
2019-05-13,Greek Restaurant,23.11,debit,Restaurants,Silver Card,2019-05,Entrada,23.11,2019-05
2019-05-14,Grocery Store,2.02,debit,Groceries,Silver Card,2019-05,Entrada,2.02,2019-05
2019-05-15,Power Company,60.0,debit,Utilities,Checking,2019-05,Entrada,60.0,2019-05
2019-05-17,Credit Card Payment,575.33,credit,Credit Card Payment,Platinum Card,2019-05,Entrada,575.33,2019-05
2019-05-17,City Water Charges,35.0,debit,Utilities,Checking,2019-05,Entrada,35.0,2019-05
2019-05-20,State Farm,75.0,debit,Auto Insurance,Checking,2019-05,Entrada,75.0,2019-05
2019-05-20,Credit Card Payment,415.47,debit,Credit Card Payment,Checking,2019-05,Entrada,415.47,2019-05
2019-05-20,American Tavern,32.53,debit,Restaurants,Silver Card,2019-05,Entrada,32.53,2019-05
2019-05-24,Credit Card Payment,765.68,credit,Credit Card Payment,Silver Card,2019-05,Entrada,765.68,2019-05
2019-05-24,Hardware Store,27.96,debit,Home Improvement,Platinum Card,2019-05,Entrada,27.96,2019-05
2019-05-24,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-05,Entrada,2000.0,2019-05
2019-05-24,Brunch Restaurant,8.0,debit,Restaurants,Platinum Card,2019-05,Entrada,8.0,2019-05
2019-05-25,QuikTrip,36.76,debit,Gas & Fuel,Platinum Card,2019-05,Entrada,36.76,2019-05
2019-05-25,Hardware Store,30.99,debit,Home Improvement,Platinum Card,2019-05,Entrada,30.99,2019-05
2019-05-27,Mexican Restaurant,34.33,debit,Restaurants,Platinum Card,2019-05,Entrada,34.33,2019-05
2019-05-28,Credit Card Payment,765.68,debit,Credit Card Payment,Checking,2019-05,Entrada,765.68,2019-05
2019-05-30,Internet Service Provider,75.0,debit,Internet,Checking,2019-05,Entrada,75.0,2019-05
2019-05-30,American Tavern,34.82,debit,Restaurants,Platinum Card,2019-05,Entrada,34.82,2019-05
2019-06-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-06,Entrada,13.09,2019-06
2019-06-03,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-06,Entrada,2.75,2019-06
2019-06-03,Credit Card Payment,260.95,credit,Credit Card Payment,Platinum Card,2019-06,Entrada,260.95,2019-06
2019-06-03,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-06,Entrada,1100.0,2019-06
2019-06-04,Barbershop,30.0,debit,Haircut,Platinum Card,2019-06,Entrada,30.0,2019-06
2019-06-04,Netflix,13.9,debit,Television,Platinum Card,2019-06,Entrada,13.9,2019-06
2019-06-05,Grocery Store,23.0,debit,Groceries,Platinum Card,2019-06,Entrada,23.0,2019-06
2019-06-05,Mexican Restaurant,23.24,debit,Restaurants,Platinum Card,2019-06,Entrada,23.24,2019-06
2019-06-06,Starbucks,3.75,debit,Coffee Shops,Platinum Card,2019-06,Entrada,3.75,2019-06
2019-06-06,Grocery Store,5.64,debit,Groceries,Platinum Card,2019-06,Entrada,5.64,2019-06
2019-06-07,Credit Card Payment,458.56,debit,Credit Card Payment,Checking,2019-06,Entrada,458.56,2019-06
2019-06-07,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-06,Entrada,2000.0,2019-06
2019-06-07,Gas Company,30.0,debit,Utilities,Checking,2019-06,Entrada,30.0,2019-06
2019-06-09,Spotify,10.69,debit,Music,Platinum Card,2019-06,Entrada,10.69,2019-06
2019-06-12,Phone Company,65.0,debit,Mobile Phone,Checking,2019-06,Entrada,65.0,2019-06
2019-06-13,Credit Card Payment,152.72,credit,Credit Card Payment,Platinum Card,2019-06,Entrada,152.72,2019-06
2019-06-13,Credit Card Payment,152.72,debit,Credit Card Payment,Checking,2019-06,Entrada,152.72,2019-06
2019-06-14,Grocery Store,10.69,debit,Groceries,Silver Card,2019-06,Entrada,10.69,2019-06
2019-06-15,BP,33.16,debit,Gas & Fuel,Silver Card,2019-06,Entrada,33.16,2019-06
2019-06-17,City Water Charges,35.0,debit,Utilities,Checking,2019-06,Entrada,35.0,2019-06
2019-06-17,Power Company,60.0,debit,Utilities,Checking,2019-06,Entrada,60.0,2019-06
2019-06-18,Brewing Company,15.0,debit,Alcohol & Bars,Silver Card,2019-06,Entrada,15.0,2019-06
2019-06-18,Shell,41.83,debit,Gas & Fuel,Silver Card,2019-06,Entrada,41.83,2019-06
2019-06-19,State Farm,75.0,debit,Auto Insurance,Checking,2019-06,Entrada,75.0,2019-06
2019-06-20,Credit Card Payment,375.26,debit,Credit Card Payment,Checking,2019-06,Entrada,375.26,2019-06
2019-06-20,Mike's Construction Co.,9200.0,debit,Home Improvement,Checking,2019-06,Entrada,9200.0,2019-06
2019-06-20,Credit Card Payment,100.68,credit,Credit Card Payment,Silver Card,2019-06,Entrada,100.68,2019-06
2019-06-21,Credit Card Payment,100.68,debit,Credit Card Payment,Checking,2019-06,Entrada,100.68,2019-06
2019-06-21,Biweekly Paycheck,2000.0,credit,Paycheck,Checking,2019-06,Entrada,2000.0,2019-06
2019-06-24,Brewing Company,15.0,debit,Alcohol & Bars,Silver Card,2019-06,Entrada,15.0,2019-06
2019-06-28,BP,30.64,debit,Gas & Fuel,Silver Card,2019-06,Entrada,30.64,2019-06
2019-06-30,Internet Service Provider,75.0,debit,Internet,Checking,2019-06,Entrada,75.0,2019-06
2019-07-01,Starbucks,7.0,debit,Coffee Shops,Silver Card,2019-07,Entrada,7.0,2019-07
2019-07-01,Grocery Store,99.47,debit,Groceries,Silver Card,2019-07,Entrada,99.47,2019-07
2019-07-01,Hawaiian Grill,24.97,debit,Restaurants,Silver Card,2019-07,Entrada,24.97,2019-07
2019-07-01,Thai Restaurant,24.0,debit,Restaurants,Silver Card,2019-07,Entrada,24.0,2019-07
2019-07-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-07,Entrada,13.09,2019-07
2019-07-02,Hardware Store,229.9,debit,Home Improvement,Platinum Card,2019-07,Entrada,229.9,2019-07
2019-07-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-07,Entrada,1100.0,2019-07
2019-07-04,Netflix,13.9,debit,Television,Platinum Card,2019-07,Entrada,13.9,2019-07
2019-07-05,Brewing Company,19.0,debit,Alcohol & Bars,Silver Card,2019-07,Entrada,19.0,2019-07
2019-07-05,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,2019-07,Entrada,2250.0,2019-07
2019-07-06,Credit Card Payment,220.08,credit,Credit Card Payment,Silver Card,2019-07,Entrada,220.08,2019-07
2019-07-06,Grocery Store,92.98,debit,Groceries,Platinum Card,2019-07,Entrada,92.98,2019-07
2019-07-06,Greek Restaurant,23.26,debit,Restaurants,Platinum Card,2019-07,Entrada,23.26,2019-07
2019-07-07,Hardware Store,103.14,debit,Home Improvement,Platinum Card,2019-07,Entrada,103.14,2019-07
2019-07-08,Credit Card Payment,305.28,debit,Credit Card Payment,Checking,2019-07,Entrada,305.28,2019-07
2019-07-08,Credit Card Payment,220.08,debit,Credit Card Payment,Checking,2019-07,Entrada,220.08,2019-07
2019-07-09,Credit Card Payment,549.72,credit,Credit Card Payment,Platinum Card,2019-07,Entrada,549.72,2019-07
2019-07-09,Spotify,10.69,debit,Music,Platinum Card,2019-07,Entrada,10.69,2019-07
2019-07-10,Phone Company,65.0,debit,Mobile Phone,Checking,2019-07,Entrada,65.0,2019-07
2019-07-10,Gas Company,30.0,debit,Utilities,Checking,2019-07,Entrada,30.0,2019-07
2019-07-15,Grocery Store,87.14,debit,Groceries,Silver Card,2019-07,Entrada,87.14,2019-07
2019-07-16,Amazon,89.99,debit,Shopping,Platinum Card,2019-07,Entrada,89.99,2019-07
2019-07-16,Power Company,60.0,debit,Utilities,Checking,2019-07,Entrada,60.0,2019-07
2019-07-17,City Water Charges,35.0,debit,Utilities,Checking,2019-07,Entrada,35.0,2019-07
2019-07-18,State Farm,75.0,debit,Auto Insurance,Checking,2019-07,Entrada,75.0,2019-07
2019-07-18,Credit Card Payment,814.5,debit,Credit Card Payment,Checking,2019-07,Entrada,814.5,2019-07
2019-07-18,BP,36.42,debit,Gas & Fuel,Silver Card,2019-07,Entrada,36.42,2019-07
2019-07-18,Grocery Store,29.83,debit,Groceries,Platinum Card,2019-07,Entrada,29.83,2019-07
2019-07-18,Brunch Restaurant,8.82,debit,Restaurants,Platinum Card,2019-07,Entrada,8.82,2019-07
2019-07-19,Credit Card Payment,115.52,credit,Credit Card Payment,Platinum Card,2019-07,Entrada,115.52,2019-07
2019-07-19,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,2019-07,Entrada,2250.0,2019-07
2019-07-19,Mexican Restaurant,28.0,debit,Restaurants,Platinum Card,2019-07,Entrada,28.0,2019-07
2019-07-22,Credit Card Payment,257.08,credit,Credit Card Payment,Silver Card,2019-07,Entrada,257.08,2019-07
2019-07-22,Thai Restaurant,26.67,debit,Restaurants,Silver Card,2019-07,Entrada,26.67,2019-07
2019-07-23,Credit Card Payment,257.08,debit,Credit Card Payment,Checking,2019-07,Entrada,257.08,2019-07
2019-07-24,Starbucks,2.5,debit,Coffee Shops,Silver Card,2019-07,Entrada,2.5,2019-07
2019-07-27,Barbershop,30.0,debit,Haircut,Silver Card,2019-07,Entrada,30.0,2019-07
2019-07-28,Hardware Store,44.31,debit,Home Improvement,Platinum Card,2019-07,Entrada,44.31,2019-07
2019-07-29,Grocery Store,5.35,debit,Groceries,Platinum Card,2019-07,Entrada,5.35,2019-07
2019-07-29,Fancy Restaurant,44.92,debit,Restaurants,Silver Card,2019-07,Entrada,44.92,2019-07
2019-07-30,Grocery Store,15.77,debit,Groceries,Platinum Card,2019-07,Entrada,15.77,2019-07
2019-07-30,Internet Service Provider,75.0,debit,Internet,Checking,2019-07,Entrada,75.0,2019-07
2019-08-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-08,Entrada,13.09,2019-08
2019-08-02,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-08,Entrada,1100.0,2019-08
2019-08-02,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,2019-08,Entrada,2250.0,2019-08
2019-08-03,BP,36.36,debit,Gas & Fuel,Platinum Card,2019-08,Entrada,36.36,2019-08
2019-08-03,Grocery Store,3.96,debit,Groceries,Platinum Card,2019-08,Entrada,3.96,2019-08
2019-08-03,American Tavern,23.47,debit,Restaurants,Platinum Card,2019-08,Entrada,23.47,2019-08
2019-08-04,Netflix,13.9,debit,Television,Platinum Card,2019-08,Entrada,13.9,2019-08
2019-08-05,Brewing Company,18.0,debit,Alcohol & Bars,Silver Card,2019-08,Entrada,18.0,2019-08
2019-08-05,Credit Card Payment,349.28,credit,Credit Card Payment,Platinum Card,2019-08,Entrada,349.28,2019-08
2019-08-05,Credit Card Payment,117.65,credit,Credit Card Payment,Silver Card,2019-08,Entrada,117.65,2019-08
2019-08-06,Credit Card Payment,521.17,debit,Credit Card Payment,Checking,2019-08,Entrada,521.17,2019-08
2019-08-06,Credit Card Payment,117.65,debit,Credit Card Payment,Checking,2019-08,Entrada,117.65,2019-08
2019-08-06,Hardware Store,125.0,debit,Home Improvement,Checking,2019-08,Entrada,125.0,2019-08
2019-08-08,Grocery Store,11.72,debit,Groceries,Silver Card,2019-08,Entrada,11.72,2019-08
2019-08-09,Spotify,10.69,debit,Music,Platinum Card,2019-08,Entrada,10.69,2019-08
2019-08-09,Gas Company,30.0,debit,Utilities,Checking,2019-08,Entrada,30.0,2019-08
2019-08-12,Phone Company,65.0,debit,Mobile Phone,Checking,2019-08,Entrada,65.0,2019-08
2019-08-12,Thai Restaurant,26.67,debit,Restaurants,Silver Card,2019-08,Entrada,26.67,2019-08
2019-08-14,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-08,Entrada,2.75,2019-08
2019-08-15,Credit Card Payment,335.2,debit,Credit Card Payment,Checking,2019-08,Entrada,335.2,2019-08
2019-08-15,Power Company,60.0,debit,Utilities,Checking,2019-08,Entrada,60.0,2019-08
2019-08-16,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,2019-08,Entrada,2250.0,2019-08
2019-08-16,City Water Charges,35.0,debit,Utilities,Checking,2019-08,Entrada,35.0,2019-08
2019-08-17,Credit Card Payment,87.17,credit,Credit Card Payment,Platinum Card,2019-08,Entrada,87.17,2019-08
2019-08-17,Grocery Store,33.15,debit,Groceries,Platinum Card,2019-08,Entrada,33.15,2019-08
2019-08-17,Barbershop,19.0,debit,Haircut,Platinum Card,2019-08,Entrada,19.0,2019-08
2019-08-17,American Tavern,3.5,debit,Restaurants,Platinum Card,2019-08,Entrada,3.5,2019-08
2019-08-19,Credit Card Payment,1248.95,debit,Credit Card Payment,Checking,2019-08,Entrada,1248.95,2019-08
2019-08-20,State Farm,75.0,debit,Auto Insurance,Checking,2019-08,Entrada,75.0,2019-08
2019-08-20,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-08,Entrada,2.75,2019-08
2019-08-21,Shell,34.69,debit,Gas & Fuel,Platinum Card,2019-08,Entrada,34.69,2019-08
2019-08-23,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-08,Entrada,2.75,2019-08
2019-08-25,Brunch Restaurant,39.43,debit,Restaurants,Platinum Card,2019-08,Entrada,39.43,2019-08
2019-08-26,Hardware Store,66.75,debit,Home Improvement,Silver Card,2019-08,Entrada,66.75,2019-08
2019-08-29,Starbucks,3.0,debit,Coffee Shops,Platinum Card,2019-08,Entrada,3.0,2019-08
2019-08-30,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-08,Entrada,2.75,2019-08
2019-08-30,Internet Service Provider,75.0,debit,Internet,Checking,2019-08,Entrada,75.0,2019-08
2019-08-30,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,2019-08,Entrada,2250.0,2019-08
2019-08-31,Hardware Store,68.04,debit,Home Improvement,Platinum Card,2019-08,Entrada,68.04,2019-08
2019-08-31,BBQ Restaurant,41.78,debit,Restaurants,Silver Card,2019-08,Entrada,41.78,2019-08
2019-09-01,Amazon,13.09,debit,Shopping,Platinum Card,2019-09,Entrada,13.09,2019-09
2019-09-03,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking,2019-09,Entrada,1100.0,2019-09
2019-09-03,Fancy Restaurant,41.24,debit,Restaurants,Silver Card,2019-09,Entrada,41.24,2019-09
2019-09-04,Netflix,13.9,debit,Television,Platinum Card,2019-09,Entrada,13.9,2019-09
2019-09-05,Starbucks,3.75,debit,Coffee Shops,Platinum Card,2019-09,Entrada,3.75,2019-09
2019-09-06,Credit Card Payment,1390.37,credit,Credit Card Payment,Platinum Card,2019-09,Entrada,1390.37,2019-09
2019-09-06,Credit Card Payment,1390.37,debit,Credit Card Payment,Checking,2019-09,Entrada,1390.37,2019-09
2019-09-06,Credit Card Payment,502.75,debit,Credit Card Payment,Checking,2019-09,Entrada,502.75,2019-09
2019-09-07,Brewing Company,12.87,debit,Alcohol & Bars,Platinum Card,2019-09,Entrada,12.87,2019-09
2019-09-08,Brewing Company,19.3,debit,Alcohol & Bars,Platinum Card,2019-09,Entrada,19.3,2019-09
2019-09-09,Shell,28.77,debit,Gas & Fuel,Platinum Card,2019-09,Entrada,28.77,2019-09
2019-09-09,Grocery Store,65.09,debit,Groceries,Silver Card,2019-09,Entrada,65.09,2019-09
2019-09-09,Hardware Store,26.25,debit,Home Improvement,Silver Card,2019-09,Entrada,26.25,2019-09
2019-09-09,Spotify,10.69,debit,Music,Platinum Card,2019-09,Entrada,10.69,2019-09
2019-09-09,Gas Company,30.0,debit,Utilities,Checking,2019-09,Entrada,30.0,2019-09
2019-09-11,Credit Card Payment,360.56,credit,Credit Card Payment,Silver Card,2019-09,Entrada,360.56,2019-09
2019-09-11,Phone Company,65.0,debit,Mobile Phone,Checking,2019-09,Entrada,65.0,2019-09
2019-09-12,Credit Card Payment,360.56,debit,Credit Card Payment,Checking,2019-09,Entrada,360.56,2019-09
2019-09-13,Starbucks,2.75,debit,Coffee Shops,Platinum Card,2019-09,Entrada,2.75,2019-09
2019-09-13,Biweekly Paycheck,2250.0,credit,Paycheck,Checking,2019-09,Entrada,2250.0,2019-09
2019-09-14,Grocery Store,46.44,debit,Groceries,Platinum Card,2019-09,Entrada,46.44,2019-09
2019-09-15,Amazon,47.66,debit,Shopping,Platinum Card,2019-09,Entrada,47.66,2019-09
